strain,protein,orf,b,dobs,abund,obs_other,pav,cnv,fshift,absent,fs,logcnv
BAH,ACH1,YBL015W,0.18779755,0.0,25.2624,1.0,1.0,1.0,,0.0,0.0,0.0
BAH,ACK1,YDL203C,0.055021286,0.00036993444107802365,18.116962,0.9446702800361337,1.0,1.0,,0.0,0.0,0.0
BAH,ACL4,YDR161W,0.13347626,-0.01033818425762456,21.782776,0.9848690153568203,1.0,1.0,0.0,0.0,0.0,0.0
BAH,ACM1,YPL267W,0.3712368,-0.19444686627384594,17.446848,0.36133694670280037,1.0,1.0,,0.0,0.0,0.0
BAH,ACO1,YLR304C,-0.16508675,0.0,26.920757,1.0,1.0,1.0,,0.0,0.0,0.0
BAH,ACO2,YJL200C,0.5416317,0.0006775067750677266,24.151827,0.9993224932249323,1.0,1.0,,0.0,0.0,0.0
BAH,ACP1,YKL192C,-0.13261986,-0.028619363494796768,19.779646,0.8979223125564589,1.0,1.0,,0.0,0.0,0.0
BAH,ACS1,YAL054C,-0.3579197,-0.017252507198887823,23.456577,0.9629629629629629,1.0,1.0,,0.0,0.0,0.0
BAH,ACS2,YLR153C,0.4247589,0.0002258355916892052,26.097399,0.9997741644083108,1.0,1.0,,0.0,0.0,0.0
BAH,ACT1,YFL039C,0.005601883,0.0,28.213232,1.0,1.0,1.0,,0.0,0.0,0.0
BAH,ADA2,YDR448W,-0.13979912,-0.01906645742060642,20.557882,0.9654471544715447,1.0,1.0,,0.0,0.0,0.0
BAH,ADD37,YMR184W,0.33958817,0.1062565540758178,18.924112,0.7999096657633243,1.0,1.0,,0.0,0.0,0.0
BAH,ADD66,YKL206C,-0.18372536,-0.0036938952946277137,22.208546,0.9902890695573623,1.0,1.0,,0.0,0.0,0.0
BAH,ADE1,YAR015W,0.28170013,0.0002258355916892052,25.060055,0.9997741644083108,1.0,1.0,,0.0,0.0,0.0
BAH,ADE12,YNL220W,0.65138435,0.0002258355916892052,25.000153,0.9997741644083108,1.0,1.0,,0.0,0.0,0.0
BAH,ADE13,YLR359W,0.5363102,0.0002258355916892052,25.057484,0.9997741644083108,1.0,1.0,,0.0,0.0,0.0
BAH,ADE16,YLR028C,-0.04458046,0.0,24.540785,1.0,1.0,1.0,,0.0,0.0,0.0
BAH,ADE17,YMR120C,0.36509323,0.0,26.04448,1.0,1.0,1.0,,0.0,0.0,0.0
BAH,ADE2,YOR128C,0.5658016,0.0002258355916892052,24.725986,0.9997741644083108,1.0,1.0,,0.0,0.0,0.0
BAH,ADE3,YGR204W,0.2633667,0.0,25.621468,1.0,1.0,1.0,,0.0,0.0,0.0
BAH,ADE4,YMR300C,0.51115036,0.0009033423667570428,24.409033,0.999096657633243,1.0,1.0,,0.0,0.0,0.0
BAH,ADE57,YGL234W,0.57185936,0.0,25.578798,1.0,1.0,1.0,,0.0,0.0,0.0
BAH,ADE6,YGR061C,0.507349,0.0004516711833785214,24.730267,0.9995483288166215,1.0,1.0,,0.0,0.0,0.0
BAH,ADE8,YDR408C,-0.5676613,-0.049517934857632784,21.896137,0.9925474254742548,1.0,1.0,,0.0,0.0,0.0
BAH,ADH1,YOL086C,0.44659233,0.0,29.74242,1.0,1.0,0.5,,0.0,0.0,-1.0
BAH,ADH2,YMR303C,-0.5773659,0.046900542731968975,25.024282,0.9390243902439024,0.0,0.0,,1.0,0.0,-2.0
BAH,ADH3,YMR083W,0.2409954,0.0004516711833785214,25.194777,0.9995483288166215,1.0,1.0,,0.0,0.0,0.0
BAH,ADH4,YGL256W,2.41955,0.0,25.489273,1.0,1.0,1.0,,0.0,0.0,0.0
BAH,ADH5,YBR145W,0.73402596,0.015560253904594479,21.16719,0.9656729900632339,1.0,1.0,,0.0,0.0,0.0
BAH,ADH6,YMR318C,0.45864677,0.0006775067750677266,24.421318,0.9993224932249323,1.0,1.0,,0.0,0.0,0.0
BAH,ADH7,YCR105W,-3.2772694,0.31926432088270834,25.000679,0.3744354110207769,1.0,1.0,,0.0,0.0,0.0
BAH,ADI1,YMR009W,-1.7543106,-0.21687482290372506,21.146494,0.9735772357723578,1.0,1.0,,0.0,0.0,0.0
BAH,ADK1,YDR226W,0.4718094,0.0,27.274973,1.0,1.0,1.0,,0.0,0.0,0.0
BAH,ADK2,YER170W,0.063669205,0.1706560251482765,20.462627,0.7321589882565492,1.0,1.0,,0.0,0.0,0.0
BAH,ADO1,YJR105W,0.32880592,0.0,25.9657,1.0,1.0,1.0,,0.0,0.0,0.0
BAH,ADP1,YCR011C,-0.3952713,-0.01805352727343179,20.98373,0.9751580849141824,1.0,1.0,,0.0,0.0,0.0
BAH,ADR1,YDR216W,-0.41298103,-0.0905485685777323,21.323399,0.9853206865401988,1.0,1.0,,0.0,0.0,0.0
BAH,ADY2,YCR010C,-0.4263115,-0.007496772912322536,23.690561,0.49074074074074076,1.0,1.0,,0.0,0.0,0.0
BAH,ADY3,YDL239C,-0.09440994,-0.07965396901511462,19.618671,0.3443992773261066,1.0,1.0,,0.0,0.0,0.0
BAH,AEP1,YMR064W,-0.055948257,0.0037871357265851224,17.735458,0.45934959349593496,1.0,1.0,,0.0,0.0,0.0
BAH,AEP2,YMR282C,0.13234138,-0.09393973519717325,17.995123,0.8640469738030714,1.0,1.0,,0.0,0.0,0.0
BAH,AEP3,YPL005W,0.10479927,-0.04854799218233474,17.172903,0.7771002710027101,1.0,1.0,,0.0,0.0,0.0
BAH,AFG1,YEL052W,-0.5921402,-0.1915382491626525,19.70501,0.9234417344173442,1.0,1.0,,0.0,0.0,0.0
BAH,AFG2,YLR397C,0.18363762,-0.01427971160855479,22.76738,0.9774164408310749,1.0,1.0,,0.0,0.0,0.0
BAH,AFG3,YER017C,-0.16793251,-0.00975512882921492,22.019428,0.9929990966576332,1.0,1.0,,0.0,0.0,0.0
BAH,AFT1,YGL071W,0.40955734,0.1037832607995427,17.339628,0.6763775971093045,1.0,1.0,,0.0,0.0,0.0
BAH,AGC1,YPR021C,-0.07839203,-0.042139831585983334,19.42247,0.9295392953929539,1.0,1.0,,0.0,0.0,0.0
BAH,AGE1,YDR524C,-0.23018265,-0.07946143357769592,17.439648,0.4514453477868112,1.0,1.0,,0.0,0.0,0.0
BAH,AGE2,YIL044C,0.50642776,0.030078515709196396,19.39968,0.9243450767841012,1.0,1.0,,0.0,0.0,0.0
BAH,AGP1,YCL025C,0.44092178,0.017236159850427812,21.58132,0.9760614272809395,1.0,1.0,,0.0,0.0,0.0
BAH,AGP2,YBR132C,-0.1259098,-0.08437774726272732,19.397655,0.24322493224932248,1.0,1.0,,0.0,0.0,0.0
BAH,AGX1,YFL030W,-0.84165,-0.02610308274664519,23.059158,0.9966124661246613,1.0,1.0,,0.0,0.0,0.0
BAH,AHA1,YDR214W,-0.5376606,-0.0004444056951740105,24.214882,0.9997741644083108,1.0,1.0,,0.0,0.0,0.0
BAH,AHP1,YLR109W,-0.12838936,0.0,28.3431,1.0,1.0,1.0,,0.0,0.0,0.0
BAH,AIF1,YNR074C,0.60380745,0.5791496230422536,19.553387,0.3484643179765131,1.0,1.0,,0.0,0.0,0.0
BAH,AIM10,YER087W,-0.31865692,-0.11562903385959689,19.442833,0.8240740740740741,1.0,1.0,,0.0,0.0,0.0
BAH,AIM14,YGL160W,0.40299606,0.008208790756361606,20.314146,0.9428635953026197,1.0,1.0,,0.0,0.0,0.0
BAH,AIM17,YHL021C,-0.33897972,0.0,24.446163,1.0,1.0,1.0,,0.0,0.0,0.0
BAH,AIM18,YHR198C,-0.63202477,-0.10635766545333014,21.064163,0.9803523035230353,1.0,1.0,,0.0,0.0,0.0
BAH,AIM19,YIL087C,-1.0151577,-0.227971039764017,20.7465,0.94579945799458,1.0,1.0,,0.0,0.0,0.0
BAH,AIM2,YAL049C,-1.0827923,-0.0011146469820373373,24.380466,0.9997741644083108,1.0,1.0,,0.0,0.0,0.0
BAH,AIM21,YIR003W,-0.29111862,-0.010862510323047858,21.412561,0.9920957542908763,1.0,1.0,,0.0,0.0,0.0
BAH,AIM22,YJL046W,0.06686211,-0.005796043215123836,19.613472,0.8529810298102981,1.0,1.0,,0.0,0.0,0.0
BAH,AIM23,YJL131C,-0.3104,-0.23115756179903169,19.212063,0.8471093044263776,1.0,1.0,,0.0,0.0,0.0
BAH,AIM25,YJR100C,-0.47520638,-0.11266895287362166,19.701204,0.9022131887985546,1.0,1.0,,0.0,0.0,0.0
BAH,AIM29,YKR074W,0.07826424,-0.00700150879971706,23.174519,0.9862240289069557,1.0,1.0,,0.0,0.0,0.0
BAH,AIM3,YBR108W,-1.1868954,-0.182604725957894,20.719889,0.9862240289069557,1.0,1.0,,0.0,0.0,0.0
BAH,AIM32,YML050W,0.21994591,-0.07332936153311487,18.714043,0.6296296296296297,1.0,1.0,,0.0,0.0,0.0
BAH,AIM36,YMR157C,-0.097435,-0.04069581580534298,21.363857,0.9823848238482384,1.0,1.0,,0.0,0.0,0.0
BAH,AIM39,YOL053W,-0.17150879,-0.13418266890443709,20.647163,0.8875338753387534,1.0,1.0,,0.0,0.0,0.0
BAH,AIM41,YOR215C,-0.9942627,-0.026322258307480362,22.8473,0.9753839205058717,1.0,1.0,,0.0,0.0,0.0
BAH,AIM45,YPR004C,-0.20922089,-0.003613974924378316,22.324512,0.982836495031617,1.0,1.0,,0.0,0.0,0.0
BAH,AIM46,YHR199C,-0.74741745,-0.002725163534030295,22.150763,0.9832881662149955,1.0,1.0,,0.0,0.0,0.0
BAH,AIM6,YDL237W,-0.10988617,-0.008911121282794587,20.810802,0.9559620596205962,1.0,1.0,,0.0,0.0,0.0
BAH,AIM7,YDR063W,-0.055425644,0.00026942852091615954,23.290466,0.9957091237579042,1.0,1.0,,0.0,0.0,0.0
BAH,AIM9,YER080W,-0.3207035,0.0006920377514767484,23.352053,0.9979674796747967,1.0,1.0,,0.0,0.0,0.0
BAH,AIP1,YMR092C,-0.4254341,0.0002258355916892052,24.433199,0.9997741644083108,1.0,1.0,,0.0,0.0,0.0
BAH,AIR1,YIL079C,0.0057411194,0.00572702107718126,16.977615,0.5284552845528455,1.0,1.0,,0.0,0.0,0.0
BAH,AIR2,YDL175C,0.1477623,-0.0071843569195298995,19.15372,0.9616079494128275,1.0,1.0,,0.0,0.0,0.0
BAH,AKL1,YBR059C,-0.24147415,-0.020158702480679858,21.130793,0.9839656729900632,1.0,1.0,,0.0,0.0,0.0
BAH,AKR1,YDR264C,-0.15864754,-0.0030018575431509653,21.162447,0.988256549232159,1.0,1.0,,0.0,0.0,0.0
BAH,AKR2,YOR034C,-0.056604385,0.0804222943927384,16.922558,0.27145438121047877,1.0,1.0,,0.0,0.0,0.0
BAH,ALA1,YOR335C,0.407547,-0.003064219650239397,25.40207,0.8482384823848238,1.0,1.0,,0.0,0.0,0.0
BAH,ALB1,YJL122W,0.42098236,0.0009905282252107295,22.096815,0.99096657633243,1.0,1.0,,0.0,0.0,0.0
BAH,ALD2,YMR170C,-1.2437286,0.0007065687278856592,23.195515,0.9966124661246613,1.0,0.5,,0.0,0.0,-1.0
BAH,ALD3,YMR169C,-2.7154408,-0.004465853416353638,25.180243,0.9997741644083108,1.0,0.5,,0.0,0.0,-1.0
BAH,ALD4,YOR374W,-1.1103477,0.0,26.935562,1.0,1.0,1.0,,0.0,0.0,0.0
BAH,ALD5,YER073W,0.743145,0.0018357466863319072,22.532413,0.995483288166215,1.0,1.0,,0.0,0.0,0.0
BAH,ALD6,YPL061W,0.8724766,0.0,27.160192,1.0,1.0,1.0,,0.0,0.0,0.0
BAH,ALE1,YOR175C,-0.11415291,-0.015962883042592746,21.814814,0.9677055103884372,1.0,1.0,,0.0,0.0,0.0
BAH,ALG1,YBR110W,0.04822731,0.0027899474705203042,20.806091,0.9898373983739838,1.0,1.0,,0.0,0.0,0.0
BAH,ALG11,YNL048W,-0.18097687,-0.01673484116431867,20.53151,0.9771906052393857,1.0,1.0,,0.0,0.0,0.0
BAH,ALG12,YNR030W,0.061597824,-0.0011879073214323688,21.910883,0.9857723577235772,1.0,1.0,,0.0,0.0,0.0
BAH,ALG13,YGL047W,-0.09730339,-0.08362032011741027,19.298508,0.7350948509485095,1.0,1.0,,0.0,0.0,0.0
BAH,ALG14,YBR070C,-0.157238,-0.16729997505515715,19.54755,0.4340560072267389,1.0,1.0,,0.0,0.0,0.0
BAH,ALG2,YGL065C,-0.006023407,0.0008149455936025118,20.715742,0.9656729900632339,1.0,1.0,,0.0,0.0,0.0
BAH,ALG3,YBL082C,-0.13210106,-0.0429547771795859,17.832026,0.46386630532971995,1.0,1.0,,0.0,0.0,0.0
BAH,ALG5,YPL227C,0.31284714,-0.013798978472358447,19.472296,0.9742547425474255,1.0,1.0,,0.0,0.0,0.0
BAH,ALG6,YOR002W,0.018102646,-0.03863060078321967,20.267673,0.8523035230352304,1.0,1.0,,0.0,0.0,0.0
BAH,ALG8,YOR067C,-0.28640747,-0.10369607494108901,17.971395,0.8154923215898826,1.0,1.0,,0.0,0.0,0.0
BAH,ALG9,YNL219C,0.25346565,0.0032343531656943147,22.669527,0.990063233965673,1.0,1.0,,0.0,0.0,0.0
BAH,ALK1,YGL021W,0.08368778,0.2079576470474267,15.775337,0.27461607949412825,1.0,1.0,,0.0,0.0,0.0
BAH,ALK2,YBL009W,0.43707275,0.14316765598397718,15.726528,0.19128274616079494,1.0,1.0,,0.0,0.0,0.0
BAH,ALO1,YML086C,-0.023239136,0.0009106078549615537,23.706959,0.9984191508581752,1.0,1.0,,0.0,0.0,0.0
BAH,ALR1,YOL130W,0.09641075,0.02223542119246036,17.561283,0.780713640469738,1.0,1.0,,0.0,0.0,0.0
BAH,ALT1,YLR089C,0.086380005,0.0029358626919602226,24.219065,0.9970641373080398,1.0,1.0,,0.0,0.0,0.0
BAH,ALT2,YDR111C,0.58911514,0.27644819343635796,19.257624,0.5962059620596206,1.0,1.0,,0.0,0.0,0.0
BAH,ALY1,YKR021W,-0.11399078,-0.019133663186497785,18.757053,0.9092140921409214,1.0,1.0,,0.0,0.0,0.0
BAH,ALY2,YJL084C,-0.21221733,-0.17046954428436145,18.82775,0.9171183378500452,1.0,1.0,,0.0,0.0,0.0
BAH,AMD1,YML035C,-0.043483734,-0.0006411793340452832,22.51724,0.997289972899729,1.0,1.0,,0.0,0.0,0.0
BAH,AME1,YBR211C,-0.26978493,-0.1627414866641964,18.236303,0.8631436314363143,1.0,1.0,,0.0,0.0,0.0
BAH,AMS1,YGL156W,-0.4351864,0.0004516711833785214,23.363722,0.9995483288166215,1.0,1.0,,0.0,0.0,0.0
BAH,ANB1,YJR047C,0.5261421,-0.2935687109328644,21.540556,0.8961156278229448,1.0,1.0,,0.0,0.0,0.0
BAH,ANP1,YEL036C,0.18105125,-0.0017485608278782205,22.239542,0.996386630532972,1.0,1.0,,0.0,0.0,0.0
BAH,ANR2,YKL047W,-0.83374596,-0.06575751190934609,20.622221,0.9652213188798555,1.0,1.0,,0.0,0.0,0.0
BAH,ANT1,YPR128C,0.04222679,-0.01296829098764618,21.112556,0.980126467931346,1.0,1.0,,0.0,0.0,0.0
BAH,ANY1,YMR010W,0.08148384,0.008320194908830236,17.47104,0.26580849141824753,1.0,1.0,0.0,0.0,0.0,0.0
BAH,AOS1,YPR180W,-0.17238617,-0.01410473443429705,21.464214,0.98193315266486,1.0,1.0,,0.0,0.0,0.0
BAH,APA1,YCL050C,0.12279701,0.00024036656809822698,24.802187,0.9984191508581752,1.0,1.0,,0.0,0.0,0.0
BAH,APA2,YDR530C,0.08467674,0.18652627321626203,19.169277,0.5855916892502259,1.0,1.0,,0.0,0.0,0.0
BAH,APC1,YNL172W,0.047311783,-0.10759582573484361,16.633198,0.7416440831074977,1.0,1.0,,0.0,0.0,0.0
BAH,APD1,YBR151W,0.22647667,-0.003941527350930341,21.267561,0.9925474254742548,1.0,1.0,,0.0,0.0,0.0
BAH,APE1,YKL103C,-0.44839668,0.0,25.397726,1.0,1.0,1.0,,0.0,0.0,0.0
BAH,APE2,YKL157W,-0.41100693,0.0002258355916892052,24.596464,0.9997741644083108,1.0,1.0,,0.0,0.0,0.0
BAH,APE3,YBR286W,-1.0096588,-0.0013186861091130098,24.715157,0.9979674796747967,1.0,1.0,,0.0,0.0,0.0
BAH,APE4,YHR113W,-0.25953102,0.0009033423667570428,23.329197,0.999096657633243,1.0,1.0,,0.0,0.0,0.0
BAH,APJ1,YNL077W,-0.25701523,0.05496705101099264,15.802414,0.4993224932249323,1.0,1.0,,0.0,0.0,0.0
BAH,APL1,YJR005W,-0.12732315,-0.008721007674777348,21.716944,0.9799006323396567,1.0,1.0,,0.0,0.0,0.0
BAH,APL2,YKL135C,0.039226532,-0.00013864973323551855,21.361774,0.9920957542908763,1.0,1.0,,0.0,0.0,0.0
BAH,APL3,YBL037W,-0.1606121,-0.015000811312849471,21.010931,0.9821589882565492,1.0,1.0,,0.0,0.0,0.0
BAH,APL4,YPR029C,0.1069355,-0.00509250177399001,22.215563,0.9957091237579042,1.0,1.0,,0.0,0.0,0.0
BAH,APL5,YPL195W,-0.04780388,-0.008123421269958908,21.826822,0.9866757000903342,1.0,1.0,,0.0,0.0,0.0
BAH,APL6,YGR261C,-0.0746479,-0.009704270411783678,21.21289,0.988256549232159,1.0,1.0,,0.0,0.0,0.0
BAH,APM1,YPL259C,0.064884186,-0.005872330841270812,21.256783,0.9850948509485095,1.0,1.0,,0.0,0.0,0.0
BAH,APM2,YHL019C,0.11670685,-0.012658902281605489,18.409378,0.8471093044263776,1.0,1.0,,0.0,0.0,0.0
BAH,APM3,YBR288C,-0.07908249,-0.010447772038042147,20.880014,0.9742547425474255,1.0,1.0,,0.0,0.0,0.0
BAH,APM4,YOL062C,-0.16856766,-0.013696656180145372,20.523098,0.985546522131888,1.0,1.0,,0.0,0.0,0.0
BAH,APN1,YKL114C,-0.23594284,-0.00037901630133374553,21.542755,0.993676603432701,1.0,1.0,,0.0,0.0,0.0
BAH,APN2,YBL019W,-0.12978172,-0.3317894170898814,17.068121,0.5643631436314364,1.0,1.0,,0.0,0.0,0.0
BAH,APP1,YNL094W,-0.16215706,-0.08657737381663361,15.157427,0.260840108401084,1.0,1.0,,0.0,0.0,0.0
BAH,APQ12,YIL040W,0.59126663,0.09115826412955819,17.092213,0.4369918699186992,1.0,1.0,,0.0,0.0,0.0
BAH,APS1,YLR170C,0.068948746,-0.005690693636158928,20.576954,0.9681571815718157,1.0,1.0,,0.0,0.0,0.0
BAH,APS2,YJR058C,-0.09181976,-0.007839461772633838,21.48634,0.981029810298103,1.0,1.0,,0.0,0.0,0.0
BAH,APS3,YJL024C,-0.09215355,-0.01744140989220433,21.614958,0.9805781391147245,1.0,1.0,,0.0,0.0,0.0
BAH,APT1,YML022W,0.023557663,-0.0004371402069694996,24.265385,0.999096657633243,1.0,1.0,,0.0,0.0,0.0
BAH,APT2,YDR441C,-1.1723671,-0.2588536028345092,21.347425,0.9297651309846432,1.0,1.0,,0.0,0.0,0.0
BAH,AQR1,YNL065W,-0.37016106,0.08255713701015477,18.922756,0.530713640469738,1.0,1.0,,0.0,0.0,0.0
BAH,AQY3,YFL054C,0.028873444,0.02381748124898586,17.122473,0.3206865401987353,1.0,1.0,0.0,0.0,0.0,0.0
BAH,ARA1,YBR149W,-0.5579071,0.0,25.82873,1.0,1.0,1.0,,0.0,0.0,0.0
BAH,ARA2,YMR041C,-1.6011162,-0.5917007539154927,21.825922,0.9469286359530262,1.0,1.0,,0.0,0.0,0.0
BAH,ARB1,YER036C,0.3676834,0.0002258355916892052,25.720419,0.9997741644083108,1.0,1.0,,0.0,0.0,0.0
BAH,ARC1,YGL105W,0.25240326,0.00024036656809822698,25.281883,0.9984191508581752,1.0,1.0,,0.0,0.0,0.0
BAH,ARC15,YIL062C,-0.06781387,0.0006775067750677266,24.48865,0.9993224932249323,1.0,1.0,,0.0,0.0,0.0
BAH,ARC18,YLR370C,-0.08715439,0.0016171765828472129,24.031235,0.9950316169828365,1.0,1.0,,0.0,0.0,0.0
BAH,ARC19,YKL013C,-0.07935524,0.0006847722632722375,23.702078,0.9986449864498645,1.0,1.0,,0.0,0.0,0.0
BAH,ARC35,YNR035C,-0.07711792,-0.0008815459021435101,24.299425,0.9988708220415538,1.0,1.0,,0.0,0.0,0.0
BAH,ARC40,YBR234C,-0.23365021,0.0006775067750677266,23.825825,0.9993224932249323,1.0,1.0,,0.0,0.0,0.0
BAH,ARD1,YHR013C,0.34750175,0.0024841915085817012,23.255415,0.9975158084914183,1.0,1.0,,0.0,0.0,0.0
BAH,ARE1,YCR048W,0.07411003,0.0059667821879291205,18.976225,0.7560975609756098,1.0,1.0,,0.0,0.0,0.0
BAH,ARE2,YNR019W,0.4347,-0.001304155132704099,23.725706,0.9966124661246613,1.0,1.0,,0.0,0.0,0.0
BAH,ARF1,YDL192W,0.056987762,0.0,26.976748,1.0,1.0,1.0,,0.0,0.0,0.0
BAH,ARF2,YDL137W,-0.07448006,-0.0004444056951740105,25.69981,0.9997741644083108,1.0,1.0,,0.0,0.0,0.0
BAH,ARF3,YOR094W,-0.13998795,-0.006578899569156471,21.505163,0.9884823848238482,1.0,1.0,,0.0,0.0,0.0
BAH,ARG1,YOL058W,0.604311,0.0,26.005188,1.0,1.0,1.0,,0.0,0.0,0.0
BAH,ARG2,YJL071W,0.21105576,-0.0951003969378389,18.788284,0.7847786811201445,1.0,1.0,,0.0,0.0,0.0
BAH,ARG3,YJL088W,1.2476139,0.003387533875338744,22.601698,0.9966124661246613,1.0,1.0,,0.0,0.0,0.0
BAH,ARG4,YHR018C,-0.19765663,0.0002258355916892052,25.667072,0.9997741644083108,1.0,1.0,,0.0,0.0,0.0
BAH,"ARG5,6",YER069W,0.7741146,0.0006775067750677266,23.749538,0.9993224932249323,1.0,1.0,,0.0,0.0,0.0
BAH,ARG7,YMR062C,0.035295486,0.0009106078549615537,23.621567,0.9984191508581752,1.0,1.0,,0.0,0.0,0.0
BAH,ARG8,YOL140W,1.001379,0.0009033423667570428,22.702805,0.999096657633243,1.0,1.0,,0.0,0.0,0.0
BAH,ARG81,YML099C,0.11362648,0.09775532741922588,17.975883,0.5718157181571816,1.0,1.0,,0.0,0.0,0.0
BAH,ARG82,YDR173C,-0.19363403,-0.10147041372111676,19.25912,0.941282746160795,1.0,1.0,,0.0,0.0,0.0
BAH,ARH1,YDR376W,0.044164658,-0.006578899569156471,21.468996,0.9884823848238482,1.0,1.0,,0.0,0.0,0.0
BAH,ARI1,YGL157W,0.4941616,0.002258355916892496,24.175774,0.9977416440831075,1.0,1.0,,0.0,0.0,0.0
BAH,ARK1,YNL020C,-0.26460457,-0.07511364434466505,18.959303,0.9001806684733514,1.0,1.0,,0.0,0.0,0.0
BAH,ARL1,YBR164C,-0.1067276,0.0002258355916892052,23.53723,0.9997741644083108,1.0,1.0,,0.0,0.0,0.0
BAH,ARL3,YPL051W,-0.036600113,-0.02375148639779512,19.739956,0.9439927732610659,1.0,1.0,,0.0,0.0,0.0
BAH,ARO1,YDR127W,0.4499607,0.0004516711833785214,23.954111,0.9995483288166215,1.0,1.0,,0.0,0.0,0.0
BAH,ARO10,YDR380W,-0.12223816,0.02308548331238447,22.302534,0.9514453477868112,1.0,1.0,,0.0,0.0,0.0
BAH,ARO2,YGL148W,0.38100052,0.0018139502217184855,23.526974,0.9975158084914183,1.0,1.0,,0.0,0.0,0.0
BAH,ARO3,YDR035W,-0.31497192,1.4530976408910767e-05,24.585348,0.9986449864498645,1.0,1.0,,0.0,0.0,0.0
BAH,ARO4,YBR249C,0.7219734,0.0,25.792086,1.0,1.0,1.0,,0.0,0.0,0.0
BAH,ARO7,YPR060C,0.43927956,0.0013913409911580077,23.11279,0.9952574525745257,1.0,1.0,,0.0,0.0,0.0
BAH,ARO8,YGL202W,-0.20558357,0.0002258355916892052,25.973984,0.9997741644083108,1.0,1.0,,0.0,0.0,0.0
BAH,ARO80,YDR421W,0.09153366,-0.09862415871701169,16.310335,0.6133694670280037,1.0,1.0,,0.0,0.0,0.0
BAH,ARO9,YHR137W,0.25281334,0.00033481791475653555,22.190002,0.9896115627822945,1.0,1.0,,0.0,0.0,0.0
BAH,ARP1,YHR129C,-0.76318073,-0.2139656003351812,15.7772255,0.30645889792231257,1.0,1.0,,0.0,0.0,0.0
BAH,ARP2,YDL029W,-0.11849213,-0.0004444056951740105,24.357164,0.9997741644083108,1.0,1.0,,0.0,0.0,0.0
BAH,ARP3,YJR065C,-0.06778717,0.0002258355916892052,24.465021,0.9997741644083108,1.0,1.0,,0.0,0.0,0.0
BAH,ARP4,YJL081C,-0.08496475,-0.009041294613124862,21.873701,0.9889340560072267,1.0,1.0,,0.0,0.0,0.0
BAH,ARP5,YNL059C,-0.032361984,-0.01367485971553184,21.139242,0.9835140018066847,1.0,1.0,,0.0,0.0,0.0
BAH,ARP6,YLR085C,-0.72489357,-0.4503046661387079,17.57547,0.8450767841011744,1.0,1.0,,0.0,0.0,0.0
